CAMIS,RESTAURANT,BUILDING,STREET,ZIPCODE,PHONE,CUISINE_DESCRIPTION,CRITICALFLAG
41249394,THE GREY DOG'S COFFEE,90,UNIVERSITY PLACE,10003.0,2124144739,American,Critical
41662634,FRESCO GELATERIA,138,2 AVENUE,10003.0,2126776320,Frozen Desserts,Not Critical
50073325,FRENCHY COFFEE NYC,129,EAST  102 STREET,10029.0,6468910088,French,Critical
50098436,PRINCE TEA HOUSE,134,BOWERY,10013.0,6468923160,Chinese,Critical
50055302,THE RAMBLE CAFE,10,HUDSON YARDS,10001.0,7043284036,Coffee/Tea,Not Critical
50005104,AYA SUSHI,314,WEST   39 STREET,10018.0,2122215849,Japanese,Not Critical
50085706,BLACK FOX,85,BROAD STREET,10004.0,4242160895,American,Critical
41594932,SUBWAY,223,AVENUE B,10009.0,2122604206,Soups_Salads_Sandwiches_Beverages,Critical
41716208,ORIENTAL CHINESE RESTAURANT,3774,BROADWAY,10032.0,2122816888,Chinese,Critical
50014853,MELT SHOP,877,8 AVENUE,10019.0,2125055861,American,Critical
40988793,UBS,1285,6 AVENUE,10019.0,2127138540,American,Not Critical
41268058,MATRYOSHKA (SPA 88),88,FULTON STREET,10038.0,2127668600,European,Not Critical
50045492,DUNKIN,132,NASSAU STREET,10038.0,2128459999,Bakery,Not Critical
50012158,MEZZROW,163,WEST   10 STREET,10014.0,6464764346,American,Not Critical
40396927,MANHATTAN ESPRESSO,146,EAST   49 STREET,10017.0,2128323010,Coffee/Tea,Not Critical
50077039,BLACK SMITH,158 160,W 25TH ST,,2123378301,American,Critical
50070500,RECOLTE,300,AMSTERDAM AVENUE,10023.0,6469280116,Bakery,Not Critical
50084744,MODERN GOURMET,793,BROADWAY,10003.0,2019065519,Soups_Salads_Sandwiches_Beverages,Critical
50069753,BEARIN WHEEL PIE,127A,WALKER STREET,10013.0,6464904873,Coffee/Tea,Not Critical
40512865,CONNOLLY'S PUB,14,EAST   47 STREET,10017.0,2128673767,Pizza,Critical
50100843,SQUARE PIZZA,37,CLINTON STREET,10002.0,2128372566,Pizza,Critical
50047910,MAMOUN'S FALAFEL,30,SAINT MARKS PLACE,10003.0,6468705785,Middle Eastern,Not Critical
41360076,DIG INN SEASONAL MARKET,40,WEST   55 STREET,10019.0,2122466844,American,Not Critical
50100207,CHONG QING XIAO MIAN,796,9 AVENUE,10019.0,2125828866,Chinese,Not Critical
50069068,ATOMIC WINGS,184,1 AVENUE,10009.0,2127749464,Chicken,Not Applicable
40624607,FRANK,88,2 AVENUE,10003.0,2124200202,Italian,Not Critical
50091822,STARBUCKS,332,WEST   34 STREET,10001.0,9175761959,Coffee/Tea,Not Critical
50093971,CAFE 11,11,BROADWAY,10004.0,2124252233,Jewish/Kosher,Not Critical
40578773,JOHN'S PIZZA,260,WEST   44 STREET,10036.0,2123917560,Pizza,Not Critical
40380559,SUPERNOVA-NOVOTEL HOTEL,226,WEST 52 ND STREET,,2123150100,American,Critical
41079528,LASAGNA RESTAURANT,196,8 AVENUE,10011.0,2122424551,Italian,Not Critical
41696334,BXL ZOUTE,50,WEST   22 STREET,10010.0,6466929282,European,Critical
41695803,MISS KOREA,10,WEST   32 STREET,10001.0,2125947766,Korean,Not Critical
50083317,MERIENDA SNACK BAR,2192,AMSTERDAM AVENUE,10032.0,6463603793,Mexican,Critical
41491151,TINY'S GIANT SANDWICH SHOP,129,RIVINGTON STREET,10002.0,2122284919,Soups_Salads_Sandwiches_Beverages,Not Critical
50083708,COUSINS MAINE LOBSTER,77,LEXINGTON AVENUE,10010.0,9175133582,Seafood,Critical
50070184,RAENU THAI,844,AMSTERDAM AVENUE,10025.0,9176843099,Thai,Critical
50105277,BEST FRESH PIZZA,787,9 AVENUE,10019.0,2125862600,Pizza,Not Critical
50069897,KENNEDY FRIED CHICKEN,108,WEST  145 STREET,10039.0,2126901200,Chicken,Not Critical
50044153,KOSAKA,220,WEST   13 STREET,10011.0,2127271709,Japanese,Not Critical
41168952,STARBUCKS,110,PEARL STREET,10005.0,2124826530,Coffee/Tea,Not Critical
50089458,TABOONETTE,80,CARMINE STREET,10014.0,9172616591,Mediterranean,Critical
50086879,BENNY'S CHAO KING RESTAURANT,906,COLUMBUS AVENUE,10025.0,2128643790,Chinese,Not Critical
41173328,DALLAS BBQ,241,WEST   42 STREET,10036.0,2122219000,Barbecue & Steakhouse,Critical
50048576,ROKC,3452,BROADWAY,10031.0,3477434764,Japanese,Critical
50055066,SISTINA,24,EAST   81 STREET,10028.0,2128617660,Italian,Critical
50033734,HONG KONG NOODLE SARIKU SUSHI,174,LEXINGTON AVENUE,10016.0,2126891025,Chinese,Critical
40732696,GIACOMO FINE FOODS,269,WEST   72 STREET,10023.0,2127996828,American,Critical
50089148,SACHI ASIAN BISTRO,713,2 AVENUE,10016.0,2122971883,Southeast Asian,Critical
50038161,SET L.E.S.,127,LUDLOW STREET,10002.0,2129828225,Southeast Asian,Not Critical
41618840,TORTARIA,94,UNIVERSITY PLACE,10003.0,2127761830,Mexican,Critical
50053020,LA COLOMBE,7,BRYANT PARK,10018.0,2679740928,Coffee/Tea,Not Critical
50062880,ONE LENOX,1113,1 AVENUE,10065.0,2128048464,American,Critical
50047782,THE WEIR,1672,3 AVENUE,10128.0,6468959581,American,Critical
41639473,SERAFINA,2178,BROADWAY,10024.0,2125950092,Italian,Not Critical
50110856,TIPSY SHANGHAI,342,7 AVENUE,10001.0,2126609666,Chinese,Critical
41656924,TENZAN,988990,2 AVENUE,,2129805900,Japanese,Critical
41164678,NIOS RESTAURANT,130,WEST   46 STREET,10036.0,2124852400,American,Not Critical
50015096,LA PULPERIA,1626,2 AVENUE,10028.0,2129330757,Latin American,Critical
50036745,WILDAIR,140-142,ORCHARD ST,10002.0,6469645624,American,Not Critical
50054535,575 PUB ON SECOND,93,2 AVENUE,10003.0,9177703962,American,Critical
41672122,STARBUCKS COFFEE,805,COLUMBUS AVENUE,10025.0,2122226580,Coffee/Tea,Critical
50047045,LIFECAFE,605,WEST   42 STREET,10036.0,2125641300,Soups_Salads_Sandwiches_Beverages,Not Critical
41694676,SUBWAY,111,CENTRAL PARK NORTH,10026.0,2122222520,Soups_Salads_Sandwiches_Beverages,Critical
50043374,WALTER'S COTTAGE,500,WEST   43 STREET,10036.0,9178868425,American,Not Critical
41249648,TOMI JAZZ,239,EAST   53 STREET,10022.0,6464971254,Japanese,Not Critical
50015348,LITTLE PARK,85,WEST BROADWAY,10007.0,2122045570,American,Not Critical
50016774,BEYOND SUSHI NYC INC,62,WEST   56 STREET,10019.0,6467722425,Vegan_Vegetarian,Critical
50040296,GAMMEEOK,9,WEST   32 STREET,10001.0,2128681180,Korean,Critical
40942069,CASSIDY'S PUB,65,WEST   55 STREET,10019.0,2123970814,Irish,Not Critical
50054403,KUNG FU LITTLE STEAMED BUNS RAMEN,811,8 AVENUE,10019.0,9173882555,Southeast Asian,Critical
50047108,THE WARREN,131,CHRISTOPHER STREET,10014.0,2122431311,American,Critical
50057181,FAMOUS ORIGINAL RAY'S PIZZA,462,COLUMBUS AVENUE,10024.0,2128731134,Pizza,Critical
50100562,Crazy Dogs,353,WEST   14 STREET,10014.0,6465257202,American,Not Critical
41721252,SANT AMBROEUS,265,LAFAYETTE STREET,10012.0,2129662770,Italian,Critical
50002603,PLANTED,361,6 AVENUE,10014.0,2124149500,Seafood,Critical
41619698,ANEJO,668,10 AVENUE,10036.0,2129204770,Mexican,Not Critical
41644000,DEATH AVENUE BAR & GRIL,315,10 AVENUE,10001.0,2126958080,American,Not Critical
41699551,BETTER BEING,537,9 AVENUE,10018.0,2123531986,American,Not Critical
50054046,LADUREE PARIS,864,MADISON AVENUE,10021.0,6465583157,French,Not Critical
50083618,SUPOKE BAR,68,WEST   39 STREET,10018.0,6468633331,Southeast Asian,Not Critical
40391272,LINA RESTAURANT,500,WEST  207 STREET,10034.0,2125675031,Latin American,Critical
40365264,LA GRENOUILLE,3,EAST   52 STREET,10022.0,2127521495,French,Critical
40378212,CUCHIFRITO,168,EAST  116 STREET,10029.0,2128764846,Mexican,Critical
50013284,SOHO ROOM,203,SPRING STREET,10012.0,2123343855,American,Not Critical
41717628,HAILE BISTRO,182,AVENUE B,10009.0,2126738949,African,Critical
50096025,L'ACCOLADE,300,BLEECKER STREET,10014.0,9174091407,French,Critical
50060047,BRAVO PIZZA,107,WEST   37 STREET,10018.0,9177477156,Jewish/Kosher,Critical
50102026,PARIS BAGUETTE,371,7 AVENUE,10001.0,9148750404,Bakery,Critical
50087031,MCDONALD'S,429,7 AVENUE,10001.0,2127367890,American,Critical
50089891,NOM!,74,UNIVERSITY PLACE,10003.0,6465685186,American,Not Critical
50069124,RED HOT HOT POT,1000,COLUMBUS AVENUE,10025.0,6469983337,Chinese,Critical
50054896,SHORTY TANG NOODLE SHOP,98,8 AVENUE,10011.0,6468961883,Chinese,Not Critical
41006719,SQUARE DINER,33,LEONARD STREET,10013.0,2129257188,American,Not Critical
40602855,STARBUCKS,462,7 AVENUE,10018.0,2122796432,Coffee/Tea,Critical
50010054,JOHN SULLIVAN'S PUB,210,WEST   35 STREET,10001.0,2129937223,Irish,Not Critical
50042671,EDGAR'S CAFE,650,AMSTERDAM AVENUE,10025.0,2125956261,Coffee/Tea,Critical
50108162,CRISPY HEAVEN,38,GRAND STREET,10013.0,9292023553,Bakery,Not Critical
40998581,TRUMP CAFE & GRILL,725,5 AVENUE,10022.0,2127157290,American,Not Critical
50085734,KOGANE RAMEN,337,WEST   14 STREET,10014.0,7188752828,Japanese,Critical
50081083,SASHIMI RAMEN EXPRESS,341,EAST   78 STREET,10075.0,9292319376,Japanese,Critical
50095347,Macao Imperial Tea USA,15,WEST   32 STREET,10001.0,6462621103,Coffee/Tea,Critical
50047139,SOTTOCASA PIZZERIA,227,LENOX AVENUE,10027.0,6469284870,Pizza,Not Critical
41327743,BOMBAY'S,60,PEARL STREET,10004.0,2127422222,Indian Subcontinent,Critical
50112328,MISS DU'S TEA SHOP,33,PELL STREET,10013.0,6469233093,Other,Critical
41040475,GRAMERCY ALE HOUSE,272,3 AVENUE,10010.0,6466783566,American,Not Critical
41050875,DUNKIN,110,WEST  145 STREET,10039.0,2122343440,Bakery,Not Critical
50094508,BISTRO CATERERS,147,WEST   51 STREET,10019.0,2125869191,American,Not Critical
50093794,JAKE'S,655,WEST   34 STREET,10001.0,8622029750,American,Critical
50061025,SUBWAY,21,MAIDEN LANE,10038.0,2125714417,Soups_Salads_Sandwiches_Beverages,Not Critical
41194024,HUMMUS PLACE,305,AMSTERDAM AVENUE,10023.0,2127993335,Middle Eastern,Not Critical
50078635,La Mina Bar Restaurant,3859,10 AVENUE,10034.0,6463422879,Spanish,Critical
50096032,ANTALIA,17,WEST   45 STREET,10036.0,2123616164,Mediterranean,Critical
41366873,SMORGAS CHEF AT SCANDINAVIA HOUSE,58,PARK AVENUE,10016.0,2128479745,European,Not Critical
50057586,ZUCKER'S BAGELS AND SMOKED FISH,273,COLUMBUS AVENUE,10023.0,2128742800,Bakery,Not Critical
50100272,CAFE-FLOR,218,8 AVENUE,10011.0,3479902100,American,Not Critical
50053441,PANDA EXPRESS #2633,663,9 AVENUE,10036.0,2129699289,Chinese,Critical
41243535,EMPIRE CORNER II,1415,5 AVENUE,10029.0,2124105756,Chinese,Critical
50102670,SAN LOCO,111,AVENUE C,10009.0,2122607948,Mexican,Critical
41097180,NINJA RESTAURANT,25,HUDSON STREET,10013.0,2122748500,Japanese,Critical
50091908,KRUA THAI KITCHEN,1764,1 AVENUE,10128.0,6467915999,Thai,Critical
41605850,AJISEN RAMEN,136,WEST   28 STREET,10001.0,6466380888,Japanese,Critical
50103447,PLAYA BOWLS,570,LEXINGTON AVENUE,10022.0,9172315259,Other,Not Critical
50056677,STARBUCKS COFFEE COMPANY,969,1 AVENUE,10022.0,2126159700,Coffee/Tea,Critical
40402375,WOMENS NATL. REPUBLICAN CLUB,3,WEST   51 STREET,10019.0,2125825454,American,Critical
50012569,CASA MEXICANA,898,AMSTERDAM AVENUE,10025.0,2122223151,Mexican,Critical
41565705,THE RUM HOUSE,228,WEST   47 STREET,10036.0,6464906924,American,Not Critical
50111793,CAFE SANDRA,194,1 AVENUE,10009.0,5402561633,Coffee/Tea,Critical
50044049,DA RAFFAELE,883,1 AVENUE,10022.0,6468959849,Italian,Not Critical
41012907,TOLOACHE MEXICAN BISTRO,251,WEST   50 STREET,10019.0,2125811818,Mexican,Critical
41653059,MAMA'S RESTAURANT JAMAICAN AND AMERICAN FOOD,2347,2 AVENUE,10035.0,2124104210,Caribbean,Critical
50070469,"MCCANN WORLDGROUP , FOODA",622,3 AVENUE,10017.0,7185019500,American,Not Critical
50106215,KARRIBEAN RESTAURANT,125,AVENUE D,10009.0,2122546150,Latin American,Not Critical
50063946,CITADINES CONNECT,13,WEST   45 STREET,10036.0,2123029088,European,Critical
50082474,ETC,341,5 AVENUE,10016.0,6464100822,Soups_Salads_Sandwiches_Beverages,Not Critical
41665625,FORGTMENOT,138,DIVISION STREET,10002.0,6467073195,American,Critical
50068945,STARBUCKS #48990,125,SAINT MARKS PLACE,10009.0,9176483955,Coffee/Tea,Not Critical
40398434,CURRY IN A HURRY,119,LEXINGTON AVENUE,10016.0,2126830900,Indian Subcontinent,Not Critical
41258669,GEMMA,4,EAST    3 STREET,10003.0,2125059100,Italian,Critical
41354676,ALI BABA'S TERRACE,862,2 AVENUE,10017.0,2128888622,Middle Eastern,Critical
50049169,BAGEL MILL,1700,1 AVENUE,10128.0,2124260868,Bakery,Not Critical
50098823,THE ORCHARD TOWNHOUSE,242,10 AVENUE,10001.0,6469705670,American,Not Critical
40788886,STARBUCKS,750,6 AVENUE,10010.0,6462307208,Coffee/Tea,Not Critical
50091453,CITY PIZZA,625,9 AVENUE,10036.0,6463603231,Pizza,Not Critical
50081836,NEW MANDARIN DUCK,858,8 AVENUE,10019.0,2124593607,Chinese,Critical
50112548,STARBUCKS PICKUP,111,UNIVERSITY PLACE,10003.0,3322081152,Coffee/Tea,Critical
41639964,THE LITTLE BEET TABLE,333,PARK AVENUE SOUTH,10010.0,2124663330,American,Critical
50048588,THE BEATRICE INN,285,WEST   12 STREET,10014.0,9177499537,American,Not Critical
50112002,NEW MADISON PIZZA,223,MADISON STREET,10002.0,9173882238,Pizza,Critical
50059876,ATTRAVERSA,225,WEST BROADWAY,10013.0,9172876799,Italian,Not Critical
50039083,PATSY'S PIZZERIA,2289,1 AVENUE,10035.0,2125349783,Italian,Not Critical
50001012,SUBWAY,1427,YORK AVENUE,10021.0,2126284717,Soups_Salads_Sandwiches_Beverages,Critical
41641642,TASTY HAND-PULLED NOODLES,1,DOYERS STREET,10013.0,2127911817,Chinese,Critical
50005405,ARIA,365,WEST   51 STREET,10019.0,2125419241,Italian,Not Critical
41215734,GYU-KAKU,805,3 AVENUE,10022.0,2127028816,Japanese,Critical
50067113,SABI SUSHI,2,PENN PLAZA,10121.0,8455982498,Chinese,Not Critical
40591422,THE PARLOUR,250,WEST   86 STREET,10024.0,2125808923,Irish,Not Critical
40635781,CARAVAN OF DREAMS,405,EAST    6 STREET,10009.0,2122541613,Vegan_Vegetarian,Not Critical
40879245,GRAND HYATT NEW YORK HOTEL,0,@ GRAND CENTRAL,,6462136774,American,Not Critical
41628667,ACUARIO CAFE,306,WEST   37 STREET,10018.0,6469230504,Latin American,Critical
50100857,MAZETE,666,6 AVENUE,10010.0,2123678300,Japanese,Critical
50002534,DRUNKEN MUNKEY,338,EAST   92 STREET,10128.0,6469984600,Indian Subcontinent,Not Critical
50087281,OZEN SUSHI ASIAN FUSION,760,AMSTERDAM AVENUE,10025.0,2126780300,Southeast Asian,Critical
50003246,POTBELLY SANDWICH WORKS,127,FULTON STREET,10038.0,6463074896,American,Critical
41466567,BAR VERDE,65,2 AVENUE,10003.0,2127776965,Latin American,Critical
50032753,AGAVI ORGANIC JUICEBAR,72,EAST    7 STREET,10003.0,2123908042,Soups_Salads_Sandwiches_Beverages,Not Critical
50011694,SWEET CHICK,178,LUDLOW STREET,10002.0,6466570233,American,Not Applicable
50097418,MERCY MANHATTAN CAFE,47,WEST   34 STREET,10001.0,6315678200,American,Not Critical
50006310,CLAW DADDY'S,185,ORCHARD STREET,10002.0,6465906816,Seafood,Critical
41407362,CAFE HIMALAYA,78,EAST    1 STREET,10009.0,2123580160,Southeast Asian,Critical
40918997,FAMOUS RAY'S PIZZA,736,7 AVENUE,10019.0,2129567297,Pizza,Critical
41384201,SANDRO'S,306,EAST   81 STREET,10028.0,2122887374,Italian,Critical
50102842,THE GREEN GARDEN RESTAURANT,332,EAST    9 STREET,10003.0,6465751248,Vegan_Vegetarian,Critical
50058992,TINA'S CUBAN CUISINE RESTAURANT,940,3 AVENUE,10022.0,6466493663,Latin American,Critical
50083834,AANGAN INDIAN RESTAURANT,2701,BROADWAY,10025.0,3477598989,Indian Subcontinent,Critical
50056821,GALAXY,125,WEST   55 STREET,10019.0,3475043209,American,Not Critical
50068163,Employee Cafeteria (New York Hilton Midtown),1335,AVENUE OF THE AMERICAS,10019.0,2125867000,American,Not Critical
41177886,HILTON TIMES SQUARE,234,WEST   42 STREET,10036.0,2126422539,American,Critical
50110473,NOW  HERE,40,WOOSTER STREET,10013.0,9176756944,Coffee/Tea,Critical
41317244,ZADIE'S OYSTER ROOM,413,EAST   12 STREET,10009.0,6466021300,American,Not Critical
40656139,TRIBECA ROOFTOP (10 DESBROSSES STREET),480,CANAL STREET,10013.0,2126252600,American,Not Critical
40402376,THE CENTURY ASSOCIATION,7,WEST   43 STREET,10036.0,2129440090,American,Critical
50057633,MORGAN CAFE,341,9 AVENUE,10001.0,2123304174,American,Not Critical
41635504,EL CAPRI RESTAURANT,1342,ST NICHOLAS AVENUE,10033.0,2127403110,Spanish,Critical
50087091,MCDONALD'S,972,6 AVENUE,10018.0,2122792922,American,Critical
41374209,JOHN'S FRIED CHICKEN,512,WEST  207 STREET,10034.0,2125676489,Chicken,Not Critical
41270891,WHISKEY TRADER,71,WEST   55 STREET,10019.0,2125822223,American,Critical
50085860,ROCK CW,600,5 AVENUE,10020.0,2125230850,Coffee/Tea,Critical
40913297,STARBUCKS,560,LEXINGTON AVENUE,10022.0,2127512937,Coffee/Tea,Not Critical
40908961,MACAO RESTAURANT AND BAR,311,CHURCH STREET,10013.0,2124318642,Southeast Asian,Not Critical
50082810,GOSPEL,281,LAFAYETTE STREET,10012.0,2122264944,Mediterranean,Not Critical
50093379,POPEYES,175,DYCKMAN STREET,10040.0,7187360999,Chicken,Critical
41523650,NEW YORK YACHT CLUB,37,WEST   44 STREET,10036.0,2123821000,American,Critical
41720083,CITY GOURMET CAFE,238,EAST   14 STREET,10003.0,2122606040,American,Critical
41038085,SHAKE SHACK,0,MADISON SQUARE PARK,10010.0,2128893109,American,Critical
50075722,THE POINTS WINE & ALE ROOM,76,FORSYTH STREET,10002.0,9172939890,American,Critical
41490991,LIPS RESTAURANT,227,EAST   56 STREET,10022.0,2126757710,American,Critical
40373462,VILLA BERULIA,107,EAST   34 STREET,10016.0,2126891970,Italian,Critical
41623468,POTBELLY SANDWICH SHOP,22,EAST   17 STREET,10003.0,6462894204,Soups_Salads_Sandwiches_Beverages,Critical
50103793,MARGARI PIZZA CORP,1072,2 AVENUE,10022.0,2129061929,Pizza,Not Critical
50074660,POKEBAB,80,BROAD STREET,10004.0,6463516011,American,Not Critical
50064839,PokeRice,162,WEST    4 STREET,10014.0,2123004578,American,Not Critical
50098189,AUNT JAKE'S,133,MULBERRY STREET,10013.0,6468580470,Italian,Critical
50002464,SUBWAY,334,GRAND STREET,10002.0,2127772372,Soups_Salads_Sandwiches_Beverages,Not Critical
50090261,SHOKUDO,658,9 AVENUE,10036.0,2129569415,Japanese,Critical
50011690,MEXICUE,1440,BROADWAY,10018.0,6466197495,Mexican,Not Critical
40846125,ALL AMERICAN DELI,42,WATER STREET,10004.0,2125095007,Soups_Salads_Sandwiches_Beverages,Critical
40938943,STARBUCKS COFFEE # 7851,1,PENN PLAZA,10119.0,2127363206,Coffee/Tea,Not Critical
50100305,ERNESTO'S,259,EAST BROADWAY,10002.0,6466928330,Spanish,Critical
50073245,ANGELETTO,890,2 AVENUE,10017.0,2122351227,Italian,Critical
50045716,GUAJILLO RESTAURANT,2277,1 AVENUE,10035.0,9174827814,Mexican,Critical
41544844,MANGIA,50,WEST   57 STREET,10019.0,2125825882,Italian,Critical
50063195,JOE COFFEE COMPANY,55,WEST   40 STREET,10018.0,9172827820,Coffee/Tea,Not Critical
50070205,MADE FRESH DAILY,226,FRONT STREET,10038.0,2122852253,Coffee/Tea,Not Critical
50072791,MALA PROJECT,41,WEST   46 STREET,10036.0,9172617520,Chinese,Not Critical
50082140,KOBEQUE,11,WEST   32 STREET,10001.0,3479228819,Korean,Not Critical
50100351,DA CAPO,340,EAST   70 STREET,10021.0,9175268112,Coffee/Tea,Not Critical
41468132,COLLAGE BISTRO & BAR,342,WEST   40 STREET,10018.0,2127066210,American,Critical
50099935,HUDSON YARDS TAVERN,360,9 AVENUE,10001.0,6467070165,American,Critical
50059661,SUZUKI,114,WEST   47 STREET,10036.0,2122780010,Japanese,Critical
41188374,B2 HARLEM,271,WEST  119 STREET,10026.0,2122802248,American,Not Critical
50054576,BURGER KING,474,7 AVENUE,10018.0,9089270130,American,Critical
41628697,5 NAPKIN BURGER,150,EAST   14 STREET,10003.0,2122285500,American,Critical
50094921,NEW DRAGON,2413A,2 AVENUE,10035.0,2124271786,Chinese,Critical
50071776,JACK AND FANNY'S,1591,2 AVENUE,10028.0,9172590028,American,Not Critical
41537945,CHIPOTLE MEXICAN GRILL,1153,3 AVENUE,10065.0,9174759280,Tex-Mex,Not Critical
50110468,SULLIVAN TAQUERIA,71,SULLIVAN STREET,10012.0,9176099779,Tex-Mex,Critical
41562412,EL RANCHO BURRITOS,359,WEST   45 STREET,10036.0,2125814206,Tex-Mex,Not Critical
50090918,CLAY POT,270,BLEECKER STREET,10014.0,9177756159,Chinese,Not Critical
50080568,JAMBA JUICE,9,WEST   42 STREET,10036.0,2127309338,Soups_Salads_Sandwiches_Beverages,Critical
41674682,EL NUEVO CARIDAD RESTAURANT,225759,2ND AVE,,2128608187,Latin American,Not Critical
50015399,LAN LARB,637,2 AVENUE,10016.0,2128891769,Thai,Critical
41453957,CHIPOTLE MEXICAN GRILL,117,EAST   14 STREET,10003.0,2122600641,Tex-Mex,Not Critical
40364439,SEVILLA RESTAURANT,62,CHARLES STREET,10014.0,2129293189,Latin American,Not Critical
50043150,BETWEEN THE BREAD,609,WEST   27 STREET,10001.0,2127651687,Soups_Salads_Sandwiches_Beverages,Critical
50108715,JUFU GARDEN,68,EAST BROADWAY,10002.0,9175353887,Chinese,Not Critical
50060482,THE WHITBY HOTEL,18,WEST   56 STREET,10019.0,2129397556,American,Not Critical
50078597,STELLA AND FLY,1705,1 AVENUE,10128.0,2013601224,Coffee/Tea,Critical
40404080,LAZARD FRERES,30,ROCKEFELLER PLAZA,10112.0,2126326173,American,Critical
50005642,BAGELS AND MORE,1585,3 AVENUE,10128.0,2123484395,Bakery,Critical
40400155,BUS STOP CAFE,597,HUDSON STREET,10014.0,2122061100,American,Critical
40705487,STROKOS GOURMET DELI,1090,AMSTERDAM AVENUE,10025.0,2126662121,Soups_Salads_Sandwiches_Beverages,Not Critical
50101486,PAPA POULE,231,WEST   39 STREET,10018.0,3475044405,Chicken,Not Critical
50084228,NUTELLA CAFE,116,UNIVERSITY PLACE,10003.0,2126752475,Coffee/Tea,Critical
50056830,A.W.O.L. BAR & GRILL,337,3 AVENUE,10010.0,6466829405,American,Critical
50046026,EL TEMERARIO,198,8 AVENUE,10011.0,2126452100,Mexican,Not Critical
50077543,WOODPECKER BY DAVID BURKE,1216,BROADWAY,10001.0,6463987664,American,Critical
41373304,MING'S RESTAURANT,413415,9 AVENUE,,2128681378,Chinese,Critical
41382830,THE PERFECT PINT,203,EAST   45 STREET,10017.0,2128678159,Irish,Critical
41641339,SMILE TO GO,22,HOWARD STREET,10013.0,6468633893,American,Not Critical
50105235,MARCO POLO PIZZA & DELI,1289,MADISON AVENUE,10128.0,2124273777,Pizza,Critical
40693544,BELASCO THEATRE,111,WEST   44 STREET,10036.0,2125867610,American,Not Critical
50099183,L'ANGELETTO RESTAURANT,327,2 AVENUE,10003.0,2122539600,Italian,Not Critical
40364179,SPOONBREAD TOO,364,WEST  110 STREET,10025.0,2128656744,American,Critical
50057206,HO WON BAKE,146,HESTER STREET,10013.0,2129665626,Bakery,Critical
50056765,NUR,34,EAST   20 STREET,10003.0,2125053420,Middle Eastern,Not Critical
